Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,20240207-MicroHoles_study,686,25.0000,50.0000,0.0000,24.8245,49.6730,0.0158,0.3715,-0.1755,-0.3270,0.0158,,,,,,,,,,,
2,20240207-MicroHoles_study,10906,23.6027,50.0000,0.0000,23.4348,49.6741,0.0138,0.3669,-0.1679,-0.3259,0.0138,1.3973,-1.3973,0.0000,0.0000,1.3896,-1.3896,0.0011,-0.0020,0.0076,0.5454,
3,20240207-MicroHoles_study,10903,22.2082,50.0000,0.0000,22.0476,49.6727,0.0121,0.3648,-0.1606,-0.3273,0.0121,,,,,,,,,,,
4,20240207-MicroHoles_study,10909,20.8135,50.0000,0.0000,20.6613,49.6692,0.0095,0.3642,-0.1522,-0.3308,0.0095,1.3948,-1.3948,0.0000,0.0000,1.3864,-1.3864,-0.0035,-0.0026,0.0084,0.6018,
5,20240207-MicroHoles_study,10900,19.4187,50.0000,0.0000,19.2755,49.6672,0.0081,0.3624,-0.1432,-0.3328,0.0081,,,,,,,,,,,
6,20240207-MicroHoles_study,10915,18.0252,50.0000,0.0000,17.8909,49.6662,0.0068,0.3599,-0.1343,-0.3338,0.0068,1.3935,-1.3935,0.0000,0.0000,1.3846,-1.3846,-0.0010,-0.0014,0.0089,0.6403,
7,20240207-MicroHoles_study,10912,16.6316,50.0000,0.0000,16.5052,49.6646,0.0057,0.3585,-0.1265,-0.3354,0.0057,,,,,,,,,,,
8,20240207-MicroHoles_study,10918,15.2431,50.0000,0.0000,15.1258,49.6620,0.0043,0.3578,-0.1173,-0.3380,0.0043,1.3885,-1.3885,0.0000,0.0000,1.3793,-1.3793,-0.0027,-0.0014,0.0092,0.6631,
9,20240207-MicroHoles_study,10921,13.8544,50.0000,0.0000,13.7457,49.6604,0.0022,0.3566,-0.1087,-0.3396,0.0022,,,,,,,,,,,
10,20240207-MicroHoles_study,10897,12.4656,50.0000,0.0000,12.3665,49.6592,0.0006,0.3549,-0.0991,-0.3408,0.0006,1.3888,-1.3888,0.0000,0.0000,1.3792,-1.3792,-0.0012,-0.0016,0.0096,0.6899,
11,20240207-MicroHoles_study,10930,11.0761,50.0000,0.0000,10.9849,49.6575,-0.0008,0.3545,-0.0911,-0.3425,-0.0008,,,,,,,,,,,
12,20240207-MicroHoles_study,10927,9.6865,50.0000,0.0000,9.6047,49.6558,-0.0025,0.3538,-0.0818,-0.3442,-0.0025,1.3895,-1.3895,0.0000,0.0000,1.3802,-1.3802,-0.0017,-0.0017,0.0093,0.6711,
13,20240207-MicroHoles_study,10933,8.2957,50.0000,0.0000,8.2229,49.6539,-0.0038,0.3536,-0.0728,-0.3461,-0.0038,,,,,,,,,,,
14,20240207-MicroHoles_study,10924,6.9048,50.0000,0.0000,6.8416,49.6523,-0.0052,0.3534,-0.0632,-0.3477,-0.0052,1.3909,-1.3909,0.0000,0.0000,1.3813,-1.3813,-0.0017,-0.0014,0.0096,0.6888,
15,20240207-MicroHoles_study,10939,5.5141,50.0000,0.0000,5.4586,49.6490,-0.0060,0.3554,-0.0555,-0.3510,-0.0060,,,,,,,,,,,
16,20240207-MicroHoles_study,10936,4.1247,50.0000,0.0000,4.0789,49.6446,-0.0070,0.3584,-0.0458,-0.3554,-0.0070,1.3895,-1.3895,0.0000,0.0000,1.3797,-1.3797,-0.0044,-0.0010,0.0097,0.7005,
17,20240207-MicroHoles_study,10942,2.7366,50.0000,0.0000,2.7020,49.6418,-0.0079,0.3599,-0.0345,-0.3582,-0.0079,,,,,,,,,,,
18,20240207-MicroHoles_study,10945,1.3491,50.0000,0.0000,1.3261,49.6419,-0.0095,0.3589,-0.0230,-0.3581,-0.0095,1.3874,-1.3874,0.0000,0.0000,1.3759,-1.3759,0.0001,-0.0016,0.0115,0.8313,
19,20240207-MicroHoles_study,10894,-0.0383,50.0000,0.0000,-0.0522,49.6400,-0.0132,0.3605,-0.0139,-0.3600,-0.0132,,,,,,,,,,,
20,20240207-MicroHoles_study,10957,-1.4252,50.0000,0.0000,-1.4292,49.6388,-0.0131,0.3614,-0.0040,-0.3612,-0.0131,1.3869,-1.3869,0.0000,0.0000,1.3770,-1.3770,-0.0011,0.0001,0.0099,0.7157,
21,20240207-MicroHoles_study,10954,-2.8121,50.0000,0.0000,-2.8049,49.6371,-0.0149,0.3633,0.0072,-0.3629,-0.0149,,,,,,,,,,,
22,20240207-MicroHoles_study,10960,-4.2026,50.0000,0.0000,-4.1829,49.6388,-0.0167,0.3622,0.0196,-0.3612,-0.0167,1.3904,-1.3904,0.0000,0.0000,1.3781,-1.3781,0.0017,-0.0018,0.0124,0.8915,
23,20240207-MicroHoles_study,10951,-5.5952,50.0000,0.0000,-5.5661,49.6390,-0.0198,0.3627,0.0291,-0.3610,-0.0198,,,,,,,,,,,
24,20240207-MicroHoles_study,10966,-6.9859,50.0000,0.0000,-6.9469,49.6391,-0.0226,0.3637,0.0390,-0.3609,-0.0226,1.3907,-1.3907,0.0000,0.0000,1.3807,-1.3807,0.0001,-0.0028,0.0099,0.7150,
25,20240207-MicroHoles_study,10963,-8.3753,50.0000,0.0000,-8.3266,49.6386,-0.0246,0.3655,0.0487,-0.3614,-0.0246,,,,,,,,,,,
26,20240207-MicroHoles_study,10969,-9.7619,50.0000,0.0000,-9.7031,49.6387,-0.0266,0.3670,0.0588,-0.3613,-0.0266,1.3866,-1.3866,0.0000,0.0000,1.3765,-1.3765,0.0001,-0.0020,0.0101,0.7285,
27,20240207-MicroHoles_study,10972,-11.1499,50.0000,0.0000,-11.0818,49.6379,-0.0289,0.3695,0.0681,-0.3621,-0.0289,,,,,,,,,,,
28,20240207-MicroHoles_study,10948,-12.5379,50.0000,0.0000,-12.4595,49.6367,-0.0317,0.3730,0.0784,-0.3633,-0.0317,1.3880,-1.3880,0.0000,0.0000,1.3777,-1.3777,-0.0013,-0.0028,0.0103,0.7402,
29,20240207-MicroHoles_study,10981,-13.9232,50.0000,0.0000,-13.8352,49.6351,-0.0343,0.3769,0.0881,-0.3649,-0.0343,,,,,,,,,,,
30,20240207-MicroHoles_study,10978,-15.3086,50.0000,0.0000,-15.2104,49.6346,-0.0362,0.3801,0.0981,-0.3654,-0.0362,1.3854,-1.3854,0.0000,0.0000,1.3753,-1.3753,-0.0005,-0.0018,0.0101,0.7275,
31,20240207-MicroHoles_study,10984,-16.6967,50.0000,0.0000,-16.5886,49.6346,-0.0383,0.3830,0.1081,-0.3654,-0.0383,,,,,,,,,,,
32,20240207-MicroHoles_study,10975,-18.0848,50.0000,0.0000,-17.9679,49.6342,-0.0405,0.3861,0.1169,-0.3658,-0.0405,1.3881,-1.3881,0.0000,0.0000,1.3793,-1.3793,-0.0003,-0.0022,0.0088,0.6374,
33,20240207-MicroHoles_study,10990,-19.4720,50.0000,0.0000,-19.3447,49.6329,-0.0433,0.3909,0.1273,-0.3671,-0.0433,,,,,,,,,,,
34,20240207-MicroHoles_study,10987,-20.8533,50.0000,0.0000,-20.7165,49.6329,-0.0457,0.3944,0.1368,-0.3671,-0.0457,1.3813,-1.3813,0.0000,0.0000,1.3718,-1.3718,0.0000,-0.0025,0.0095,0.6852,
35,20240207-MicroHoles_study,10993,-22.2346,50.0000,0.0000,-22.0890,49.6348,-0.0478,0.3961,0.1455,-0.3652,-0.0478,,,,,,,,,,,
36,20240207-MicroHoles_study,10996,-23.6175,50.0000,0.0000,-23.4651,49.6373,-0.0484,0.3964,0.1523,-0.3627,-0.0484,1.3829,-1.3829,0.0000,0.0000,1.3761,-1.3761,0.0025,-0.0006,0.0068,0.4918,
37,20240207-MicroHoles_study,689,-25.0000,50.0000,0.0000,-24.8394,49.6370,-0.0485,0.3999,0.1606,-0.3630,-0.0485,,,,,,,,,,,
