Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,20240207-MicroHoles_study,685,25.0000,-50.0000,0.0000,24.8136,-49.6762,-0.0464,0.3765,-0.1864,0.3238,-0.0464,,,,,,,,,,,
2,20240207-MicroHoles_study,11644,23.6175,-50.0000,0.0000,23.4395,-49.6736,-0.0455,0.3746,-0.1780,0.3264,-0.0455,1.3825,-1.3825,0.0000,0.0000,1.3741,-1.3741,0.0026,0.0009,0.0084,0.6093,
3,20240207-MicroHoles_study,11641,22.2346,-50.0000,0.0000,22.0643,-49.6697,-0.0452,0.3743,-0.1702,0.3303,-0.0452,,,,,,,,,,,
4,20240207-MicroHoles_study,11635,20.8547,-50.0000,0.0000,20.6928,-49.6661,-0.0431,0.3736,-0.1619,0.3339,-0.0431,1.3799,-1.3799,0.0000,0.0000,1.3716,-1.3716,0.0035,0.0021,0.0083,0.6010,
5,20240207-MicroHoles_study,11638,19.4720,-50.0000,0.0000,19.3195,-49.6630,-0.0402,0.3721,-0.1526,0.3370,-0.0402,,,,,,,,,,,
6,20240207-MicroHoles_study,11623,18.0848,-50.0000,0.0000,17.9433,-49.6611,-0.0386,0.3692,-0.1415,0.3389,-0.0386,1.3872,-1.3872,0.0000,0.0000,1.3761,-1.3761,0.0019,0.0016,0.0111,0.7997,
7,20240207-MicroHoles_study,11632,16.6967,-50.0000,0.0000,16.5643,-49.6593,-0.0380,0.3675,-0.1324,0.3407,-0.0380,,,,,,,,,,,
8,20240207-MicroHoles_study,11626,15.3086,-50.0000,0.0000,15.1847,-49.6579,-0.0352,0.3656,-0.1239,0.3421,-0.0352,1.3881,-1.3881,0.0000,0.0000,1.3796,-1.3796,0.0015,0.0028,0.0085,0.6154,
9,20240207-MicroHoles_study,11629,13.9215,-50.0000,0.0000,13.8075,-49.6554,-0.0335,0.3645,-0.1140,0.3446,-0.0335,,,,,,,,,,,
10,20240207-MicroHoles_study,11596,12.5379,-50.0000,0.0000,12.4350,-49.6545,-0.0320,0.3619,-0.1029,0.3455,-0.0320,1.3837,-1.3837,0.0000,0.0000,1.3725,-1.3725,0.0009,0.0015,0.0111,0.8052,
11,20240207-MicroHoles_study,11620,11.1499,-50.0000,0.0000,11.0563,-49.6534,-0.0306,0.3604,-0.0936,0.3466,-0.0306,,,,,,,,,,,
12,20240207-MicroHoles_study,11617,9.7619,-50.0000,0.0000,9.6769,-49.6518,-0.0296,0.3596,-0.0850,0.3482,-0.0296,1.3880,-1.3880,0.0000,0.0000,1.3794,-1.3794,0.0015,0.0010,0.0086,0.6183,
13,20240207-MicroHoles_study,11611,8.3753,-50.0000,0.0000,8.2995,-49.6501,-0.0270,0.3590,-0.0758,0.3499,-0.0270,,,,,,,,,,,
14,20240207-MicroHoles_study,11614,6.9859,-50.0000,0.0000,6.9204,-49.6491,-0.0259,0.3579,-0.0654,0.3509,-0.0259,1.3895,-1.3895,0.0000,0.0000,1.3791,-1.3791,0.0010,0.0012,0.0104,0.7479,
15,20240207-MicroHoles_study,11599,5.5942,-50.0000,0.0000,5.5376,-49.6479,-0.0248,0.3575,-0.0566,0.3521,-0.0248,,,,,,,,,,,
16,20240207-MicroHoles_study,11608,4.2026,-50.0000,0.0000,4.1544,-49.6462,-0.0221,0.3577,-0.0482,0.3538,-0.0221,1.3917,-1.3917,0.0000,0.0000,1.3832,-1.3832,0.0017,0.0026,0.0084,0.6065,
17,20240207-MicroHoles_study,11602,2.8142,-50.0000,0.0000,2.7766,-49.6437,-0.0194,0.3588,-0.0376,0.3563,-0.0194,,,,,,,,,,,
18,20240207-MicroHoles_study,11605,1.4260,-50.0000,0.0000,1.3987,-49.6430,-0.0182,0.3585,-0.0273,0.3570,-0.0182,1.3882,-1.3882,0.0000,0.0000,1.3779,-1.3779,0.0008,0.0011,0.0103,0.7416,
19,20240207-MicroHoles_study,11542,0.0379,-50.0000,0.0000,0.0197,-49.6414,-0.0174,0.3594,-0.0182,0.3586,-0.0174,,,,,,,,,,,
20,20240207-MicroHoles_study,11593,-1.3501,-50.0000,0.0000,-1.3596,-49.6395,-0.0149,0.3609,-0.0095,0.3605,-0.0149,1.3880,-1.3880,0.0000,0.0000,1.3794,-1.3794,0.0019,0.0025,0.0086,0.6210,
21,20240207-MicroHoles_study,11590,-2.7381,-50.0000,0.0000,-2.7368,-49.6376,-0.0122,0.3626,0.0013,0.3624,-0.0122,,,,,,,,,,,
22,20240207-MicroHoles_study,11584,-4.1247,-50.0000,0.0000,-4.1128,-49.6375,-0.0111,0.3629,0.0119,0.3625,-0.0111,1.3866,-1.3866,0.0000,0.0000,1.3760,-1.3760,0.0001,0.0012,0.0105,0.7583,
23,20240207-MicroHoles_study,11587,-5.5141,-50.0000,0.0000,-5.4932,-49.6363,-0.0102,0.3645,0.0209,0.3637,-0.0102,,,,,,,,,,,
24,20240207-MicroHoles_study,11572,-6.9048,-50.0000,0.0000,-6.8751,-49.6344,-0.0076,0.3669,0.0297,0.3656,-0.0076,1.3907,-1.3907,0.0000,0.0000,1.3819,-1.3819,0.0019,0.0025,0.0088,0.6328,
25,20240207-MicroHoles_study,11581,-8.2964,-50.0000,0.0000,-8.2554,-49.6318,-0.0051,0.3705,0.0410,0.3682,-0.0051,,,,,,,,,,,
26,20240207-MicroHoles_study,11575,-9.6880,-50.0000,0.0000,-9.6353,-49.6323,-0.0035,0.3715,0.0526,0.3677,-0.0035,1.3916,-1.3916,0.0000,0.0000,1.3799,-1.3799,-0.0005,0.0017,0.0117,0.8379,
27,20240207-MicroHoles_study,11578,-11.0773,-50.0000,0.0000,-11.0148,-49.6311,-0.0030,0.3742,0.0625,0.3689,-0.0030,,,,,,,,,,,
28,20240207-MicroHoles_study,11545,-12.4667,-50.0000,0.0000,-12.3947,-49.6296,-0.0007,0.3773,0.0720,0.3704,-0.0007,1.3894,-1.3894,0.0000,0.0000,1.3799,-1.3799,0.0015,0.0023,0.0095,0.6845,
29,20240207-MicroHoles_study,11569,-13.8560,-50.0000,0.0000,-13.7722,-49.6273,0.0007,0.3820,0.0838,0.3727,0.0007,,,,,,,,,,,
